id,title,description,authors,image,publisher,published_at,categories
39780,Power Golf Tenth Printing,"Master golfer Ben Hogan (1912-1997) is widely acknowledged as one of the greatest players in the history of the sport, most notably for his legendary ball-striking ability. There are numerous theories as to what made Hogan's swing so effective and in Power Golf, now available in a trade paperback format, he shares a lifetime of championship secrets for improving every phase of the game. Regardless of their level of golfing expertise, readers are guaranteed to see a difference the next time they pick up their club!",Ben Hogan,http://books.google.com/books/content?id=RrgYEDb5sNAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,2010-11-02,Health & Fitness
124618,Design (A Crash Course),"Readers get a concise history of the field of design, learning about such issues as how form serves function or how it is inspired by whimsy, and how street style and consumer culture influence design. Topics cover everything from appliances and furniture to cars and airplanes. 400 color illustrations.",Paul Clark| Julian Freeman,http://books.google.com/books/content?id=R58CAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Watson-Guptill Publications,2000,Design
54325,The Tender Years,"Continuing the story from Love Comes Softly, the granddaughter of the Davis's experiences a tragedy, she has a crisis of faith. Prairie Legacy book 1.",Janette Oke,http://books.google.com/books/content?id=COZErgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Bethany House Publishers,2008-08-01,Fiction
50622,Windows on Learning: Documenting Children's Work (Early Childhood Education Series),"Completely updated, this popular guide provides teachers with a proven method for documenting (collecting, analyzing, and displaying) young children’s work. Written by teachers for teachers, it also shows principals, curriculum coordinators, and directors of early intervention programs how to develop children’s portfolios to share with parents or to use for assessment and other accountability purposes. “This lively, informative book poses a remarkable challenge to teachers—to grow themselves while growing young children. Being creatively accountable is hard work and the stories told here describe both the work, how it’s done, and its joyful rewards for teachers and children.” —Elizabeth Jones, Pacific Oaks College “This book provides a set of windows on children’s lives and how teachers can enter into those lives and enrich them through high-quality teaching. The authors have created an inspiring volume, a challenging set of ideas, and an invaluable resource for early childhood educators.” —Samuel J. Meisels, University of Michigan “[A] thoughtful, up-to-date guide to assessing and documenting children’s work. . . . The authors give clear, practical advice on how to collect, analyze, and display children’s work in meaningful ways.” —Scholastic Early Childhood Today (on first edition) “Many teachers find it frustrating to hear the rich and exciting learning experiences they provide described as ‘nothing.’ Windows on Learning skillfully addresses the challenge faced by early childhood educators wishing to share classroom experiences with parents, administrators, and peers. The authors offer a timely and fresh approach to documenting children’s learning and work.” —Childhood Education (on first edition)",Judy Harris Helm| Sallee Beneke| Kathy Steinheimer,http://books.google.com/books/content?id=-CNeDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Teachers College Press,2007,Education
9369,Networking Personal Computers with TCP/IP: Building TCP/IP Networks (O'Reilly Nutshell),"A practical handbook for computer network administrators focusing on routers, which connect the various pieces of a network. The text discusses everyday issues such as selecting routing protocols and configuring them to handle most common situations.",Scott Ballew,http://books.google.com/books/content?id=bRUSmr7GCI4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""O'Reilly Media, Inc.""",1997,Computers
163636,Scottish Spectres,"This is a ghoulish collection of over 200 hauntings from the length and breadth of Scotland, from the Borders to Shetland. Not for the squeamish, Scottish Spectres is a fascinating book full of well-researched and original ghostly happenings gathered by the author.",Dane Love,http://books.google.com/books/content?id=B9gEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Robert Hale Limited,2001,"Body, Mind & Spirit"
81126,Powder Puff Derby of 1929: The True Story of the First Women's CrossCountry Air Race,"""Originally published as The Powder Puff Derby of 1929 in 2002 by Sourcebooks, Inc.""",Gene Jessen,http://books.google.com/books/content?id=FhDwtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Sourcebooks,2018,History
977,Legends of the Iroquois (Myths and Legends),"THESE 24 Iroquois legends and stories have been told in the homes of the Iroquois for many centuries; long before the white man arrived on the North American continent. The perusal and study of these stories will, it is believed, give as much pleasure to the reader, as they have given the compiler. Of special interest is the “Legend of Hiawatha” made famous fifty years earlier by Henry Wadsworth Longfellow. Some of the stories and lengends in this volume are: The Birth of the Arbutus A Legend Of The River Legends Of The Corn The First Winter The Great Mosquito The Story Of Oniata The Legends of Hiawatha, and many, many more. The American Indians, like so many cultures, built neither monuments nor wrote books. However, they did make picture writings, known in later years as “wampum.” Mostly, these were mere symbols, recording mainly feats of arms. However, the Iroquois used wampum as a record of a person’s credentials or a certificate of authority. It was also used for official purposes and religious ceremonies, and it was used as a way to bind peace between tribes. Among the Iroquois, every chief and every clan mother has a certain string of wampum that serves as their certificate of office. When they pass on or are removed from their station, the string will then pass on to the new leader. Runners carrying messages during colonial times would present the wampum showing that they had the authority to carry the message. Wampum is still used to this day by the Iroquois in the ceremony of raising up a new chief and in the Iroquois Thanksgiving ceremonies. If the American forefathers had taken more interest in the peoples they found on the Western Continent, spending less of their energies in devising plans for cheating the Indians out of their furs and lands—a policy their descendants have closely followed and admirably succeeded in—our libraries might contain volumes of fairy tales that would delight the youth of many generations. =========== KEYWORDS/TAGS: Legends of the Iroquois, Aliquipiso, American Indian, american indian ancestry, American Indian books, American Indian childrens books, american indian east coast, american indian Iroquois, american Indian legends, american indian songs, american indian stories, american indian tales, american indian traditions, american indian tribes, american indian values, american indian warriors, american indian words, animals, Arbutus, arrows, Ash Tree, assemble, Authority, beads, bear, beautiful, beaver, bedtime stories, birds, Birth, brave, Buzzard's Covering, canoe, chief, children, childrens books, childrens stories, Confederation, corn, Cornplanter, council, council fire, dead, death, death song, eagle, earth spirits, evil, fables, fairy tales, First Winter, Flying Head, folklore, Folk-Lore, forest, fox, Gift, Great, Great Mosquito, happiness, Happy, Healing Waters, heart, Hiawatha, horse, Hunter, Hunting Grounds, Indians, Iroquois, Kanistagia, lakes, Legend of the River, legends, Legends of the Corn, lodge, lover, maiden, Manito, medicine, men, Message Bearers, Mirror in the Water, Mohawk, mountains, myths, Native American, Nekumonta, Oneida, Oniata, Onondagas, Origin, Orontadeka, panther, papoose, peace, Peacemaker, pipe, raccoon, river, sachem, sacred, Sacred Stone, Sacrifice, Seneca, Shanewis, Spirit, stories, streams, summer, sun, Tiogaughwa, trail, trees, Turtle Clan, Unwelcome Visitor, village, Violet, wampum, warriors, waters, white men, Why Animals do not Talk, wigwam, wild, wisdom, Wise Sachem, wolf, woods, young people",Anon E. Mouse,http://books.google.com/books/content?id=Lep6DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Abela Publishing Ltd,2018-11-20,Fiction
145325,General Introduction To Psychoanalysis,"Psychoanalysis was never just a method of treatment, rather a vision of the human condition which has continued to fascinate and provoke long after the death of its originator. Its central hypothesis, that we live in conflict with ourselves and seek to resolve matters by turning away from reality, did not emerge from experimental science but from self-examination and the unique opportunities for observation presented by the psychoanalytic technique - in particular, from the confessions produced by ‘free-association’ in Freud’s consulting room. Written during the turmoil of the First World War, A General Introduction to Psychoanalysis was distilled from a series of lectures given at Vienna University, but had to wait for the war to end before being made available to the English speaking world.",Sigmund Freud,http://books.google.com/books/content?id=qLm6DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Lulu Press, Inc",2016-07-16,Social Science
106752,Peter Bogdanovich's Movie of the Week,Collects reviews from the author's column in The New York observer showcasing films specific to seasons and holidays accompanied by critical essays and lists of tie-in recommendations,Peter Bogdanovich,http://books.google.com/books/content?id=9Q0IAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Ballantine,1999,Performing Arts
138169,The Star Gift: Flavia's Dream Maker Stories #8 (Flavia Dream Maker Stories),"A poor, but kind and unselfish young girl who is all alone in the world is led by the stars to a loving family. The characters are pictured as rabbits.",Flavia Weedn| Lisa Weedn-Gilbert,http://books.google.com/books/content?id=XOOPIcJwO8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Hyperion Books for Children,1995-09-11,Juvenile Fiction
11175,THE BRETHREN INSIDE THE SUPREME COURT,"The Brethren is the first detailed behind-the-scenes account of the Supreme Court in action. Bob Woodward and Scott Armstrong have pierced its secrecy to give us an unprecedented view of the Chief and Associate Justices—maneuvering, arguing, politicking, compromising, and making decisions that affect every major area of American life.",Bob Woodward| Scott Armstrong,http://books.google.com/books/content?id=ofbhHLhOhH8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,2011-05-31,Political Science
188608,Create Your Personal Sacred Text: Develop and Celebrate Your Spiritual Life,"A step-by-step guide to writing your own scripture using selections from major sacred texts, secular sources and your own words. Create Your Personal Sacred Text is a unique step-by-step guide to selecting and writing your own scripture. Bobbi Parish has developed and used this process both personally and professionally with clients over the course of a decade and has found its transformative powers to be universal. With a comprehensive resource guide to the world's major sacred texts and a selection of secular texts, the book covers: What you need before you start Selection guidelines Writing your own scripture Text assembly Prayer, meditation, and other methods of seeking inspiration Ideas for using your text individually or communally And much more The process of creating a personal sacred text will enrich your spiritual life, and your finished text will be a source of wisdom and inspiration for many years to come.",Bobbi Parish,http://books.google.com/books/content?id=ktMEAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Broadway,1999,"Body, Mind & Spirit"
20487,"The Russian revolution, 1917-1921","The collapse of the Soviet Union in 1991 has provided fresh perspectives from which to view the Revolution out of which it grew. The Russian Revolution, 1917-1921, by Ronald Kowalski, reviews the ever-changing debate on the nature of the Russian Revolution. This collection of documents and sources includes: * newspapers, memoirs and literature * commentary and background information of each source * a narrative of the major events of the period * new material made available since the policy of glasnost * a re-examination of World War One and the Revolution * focus on thematic issues such as the actions of peasants and workers. For students of European history this will provide interesting and informative reading on this major event in Russia's turbulent past.",Ronald Kowalski,http://books.google.com/books/content?id=n9wgvIpexvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Routledge,2005-08-09,History
104596,"Indiana Cabinets Including Hoosier, Sellers, McDougall, Napanee, Etc.","Stand-alone kitchen cabinets made of wood were manufactured in the United States about 1900-1940 by companies in the country's mid-west area. Boon, Hoosier, Kitchen Maid, McDougall, Napamee, Sellers and Wilson had catalogs and sales forces to promote their cabinet styles. This book includes catalog pages and color photos of existing models with detailed descriptions, dates, model numbers and values at today's market. Readers will learn to identify these cabinets and their variations.",L-W Book Sales (Firm),http://books.google.com/books/content?id=Gy-8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,L-W,1997,Cabinetmakers
170623,The Knight Who Was Afraid of the Dark (Picture Puffins),"Unless Sir Fred overcomes his knee-bumping, heart-thumping fear of the dark, he may lose the lovely Lady Wendylyn to dastardly Melvin the Miffed.",Barbara Shook Hazen,http://books.google.com/books/content?id=iivkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Puffin,1992-06-01,Fear
18982,Angels Whisper (Five Star First Edition Mystery),"When Nick Bertetto, stay-at-home dad and former investigative reporter, almost hits a homeless man wandering down a highway, he stops to help. While unconscious, the man mumbles, ""Cahill wore red."" It seems nearly impossible to Nick that the man could know anything about the recent disappearance of State Representative Calvin Cahill, but with Cahill's name prominently in the news, Nick takes a special interest in the homeless man, Elijah Smith. He begins to investigate what Smith says ""angels"" whisper to him about Cahill. Soon Nick has an assignment to work with his longtime friend, reporter Ryan Lockridge, on the Cahill story. It soon becomes clear that someone doesn't like the progress Nick and Ryan make, as Nick is beaten up and threatened. By the time they figure out that the disappearance is related to gambling legislation, dead bodies are turning up. As Nick struggles to keep the uglier details from his family, the story takes a new twist. Someone he knows - intimately - disappears, giving Nick very little time to find out who wanted Calvin Cahill dead and whether Eli's angels can be trusted. Tony Perona is a former General Motors advertising/public relations manager. After leaving his job to care for his children, he kept up his writing skills by becoming a newspaper correspondent and columnist. ""Angels Whisper"" is the second in his series about stay-at-home dad and freelance reporter Nick Bertetto. A University of Chicago MBA graduate, Perona is still something of a stay-at-home dad and lives in the greater Indianapolis area with his wife and two daughters.",Tony Perona,http://books.google.com/books/content?id=W83KZzbYm_kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Five Star (ME),2005,Fiction
101678,The M&M; Files: Mortality & Morbidity Rounds in Emergency Medicine,"Brad Thor's Summer 2018 Fiction Pick for THE TODAY SHOW! ""Eerie, dark, and compelling, [The Book of M] will not disappoint lovers of The Passage (2010) and Station Eleven (2014)."" --Booklist WHAT WOULD YOU GIVE UP TO REMEMBER? Set in a dangerous near future world, The Book of M tells the captivating story of a group of ordinary people caught in an extraordinary catastrophe who risk everything to save the ones they love. It is a sweeping debut that illuminates the power that memories have not only on the heart, but on the world itself. One afternoon at an outdoor market in India, a man’s shadow disappears—an occurrence science cannot explain. He is only the first. The phenomenon spreads like a plague, and while those afflicted gain a strange new power, it comes at a horrible price: the loss of all their memories. Ory and his wife Max have escaped the Forgetting so far by hiding in an abandoned hotel deep in the woods. Their new life feels almost normal, until one day Max’s shadow disappears too. Knowing that the more she forgets, the more dangerous she will become to Ory, Max runs away. But Ory refuses to give up the time they have left together. Desperate to find Max before her memory disappears completely, he follows her trail across a perilous, unrecognizable world, braving the threat of roaming bandits, the call to a new war being waged on the ruins of the capital, and the rise of a sinister cult that worships the shadowless. As they journey, each searches for answers: for Ory, about love, about survival, about hope; and for Max, about a new force growing in the south that may hold the cure. Like The Passage and Station Eleven, this haunting, thought-provoking, and beautiful novel explores fundamental questions of memory, connection, and what it means to be human in a world turned upside down.",Peng Shepherd,http://books.google.com/books/content?id=EYEzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,HarperCollins,2018-06-05,Fiction
117289,"Prevention's Low-Fat, Low-Cost Cookbook: Over 220 Delicious Recipes Plus Twenty $2 Dinners!","This comprehensive guide teaches today's cooks how to become healthier, wealthier, and wiser. The food editors of ""Prevention"" Magazine Health Books invest cooks with the information they need to get the biggest bang for every food buck. 64 illustrations.",Sharon Sanders,http://books.google.com/books/content?id=TcJG2jWnmJAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Rodale Books,1997,Low-fat diet
188297,A Living From Bees,"The updated bestselling guide to laid-back beekeeping for all, naturally! Are you a beginner beekeeper curious about bees or a practicing beekeeper looking for natural alternatives that work? Then this book is for you! In the second edition of the bestselling beekeeping guide Keeping Bees with a Smile, Fedor Lazutin, one of Europe's most successful natural beekeepers, shares the bee-friendly approach to apiculture that is fun, healthful, rewarding, and accessible to all. This new edition includes dozens of color photographs, new hive management techniques, and an updated version of ""Lazutin hive"" plans. Additional coverage includes: Keeping bees naturally without interfering in their lives Starting an apiary for free by attracting local bee swarms Building low-maintenance hives that mimic how bees live in nature Keeping colonies healthy and strong without any drugs, sugar, or gimmickry Helping bees to overwinter successfully even in harsh climates Enhancing local nectar plant resources Producing truly natural honey without robbing the bees Reversing the global bee decline... right in your backyard! Keeping Bees with a Smile is an invaluable resource for apiculture beginners and professionals alike, complete with plans for making bee-friendly, well-insulated horizontal hives with extra-deep frames, plus other fascinating beekeeping advice you won't find anywhere else.",Fedor Lazutin,http://books.google.com/books/content?id=DJShDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,New Society Publishers,2020-04-07,Technology & Engineering
36145,Myra Sims,"Readers received a refreshing introduction to the Sims and Catts families in Owens' first novel, My Brother Michael, narrated by the inimitable Gabriel Catts. Here to tell her side is Myra Sims, the apex of a love triangle that includes Gabe and his brother, Michael. Myra's fresh perspective will bring new insight to a story of incest, adultery, and hard-won love among the denizens of Magnolia Hill, a Florida Panhandle mill town. We follow Myra from her violent childhood and entrancement with Gabe's snap-eyed genius, through her marriage to the older and more stable Michael, to her breakdown and renewal as she battles the demons from her childhood that haunt all three of them. In the end, you will, as both Gabe and Myra do, love Michael.",Janis Owens,http://books.google.com/books/content?id=QZhxDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Rowman & Littlefield,2013-11-22,Fiction
1059,No Disrespect,"An honest look at growing up as an African-American female in the inner city offers an account of the tense relationship that exists between African-American women and men, the Black church, guns and drugs, and Black nationalism. Reprint. 35,000 first printing. Tour.",Sister Souljah,http://books.google.com/books/content?id=5U1mk2wnEqEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Vintage,1996,Biography & Autobiography
188202,HANNIBAL,"#1 NEW YORK TIMES BESTSELLER • “Is it as good as Red Dragon and Silence of the Lambs? No . . . this one is better.”—Stephen King, The New York Times Book Review You remember Hannibal Lecter: gentleman, genius, cannibal. Seven years have passed since Dr. Lecter escaped from custody. And for seven years he’s been at large, free to savor the scents, the essences, of an unguarded world. But intruders have entered Dr. Lecter’s world, piercing his new identity, sensing the evil that surrounds him. For the multimillionaire Hannibal left maimed, for a corrupt Italian policeman, and for FBI agent Clarice Starling, who once stood before Lecter and who has never been the same, the final hunt for Hannibal Lecter has begun. All of them, in their separate ways, want to find Dr. Lecter. And all three will get their wish. But only one will live long enough to savor the reward. . . . Praise for Hannibal “Interested in getting the hell scared out of you? Buy this book on a Friday . . . lock all doors and windows. And by Monday , you might just be able to sleep without a night-light.”—Newsday “Strap yourself in for one heck of a ride. . . . It’ll scare your socks off.”—Denver Post “A stunner . . . writing in language as bright and precise as a surgeon’s scalpel, Harris has created a world as mysterious as Hannibal’s memory palace and as disturbing as a Goya painting. This is one book you don’t want to read alone at night.”—The Atlanta Journal-Constitution “Relentless . . . endlessly terrifying . . . 486 fast-paced pages, in which every respite is but a prelude to further furious action . . . Hannibal begins with a murderous paroxysm that leaves the reader breathless. . . . Hannibal speaks to the imagination, to the feelings, to the passions, to exalted senses and to debased ones. Harris’s voice will be heard for a while.”—Los Angeles Times “A pleasurable sense of dread.”—The Wall Street Journal “Enormously satisfying . . . a smashing good time, turning the pages for thrills, chills, horror and finally, a bracing, deliciously wicked slap in the face . . . perhaps the very best the thriller/horror genre is capable of producing.”—San Diego Union-Tribune",Thomas Harris,http://books.google.com/books/content?id=N8mOeVOPzasC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Dell,2009-06-23,Fiction
202040,The Labrador Retriever: The Dog That Does It All (Howell's Best of Breed Library),"President Clinton's Labrador Retriever is just one of 150,000 Labrador Retrievers registered each year. This is a book for pet owner, novice fancier and veteran alike. This book is part of Howell's new breed series—more color, more interesting and more useful than all the competition.",Lisa Weiss| Emily Biegel,http://books.google.com/books/content?id=W2MNPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,*Howell Book House,1998-11-30,Pets
50075,Stone Voices: The Search for Scotland,"The story of Neal Ascherson's return to his native Scotland. It is an exploration of Scottish identity, but is much more than a rumination on the future of a small nation. Selecting powerful episodes in Scottish history, he teases from each their part in the formation of what became Scottish nationalism.",Neal Ascherson,http://books.google.com/books/content?id=QRIXAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Granta Books,2003,"National characteristics, Scottish"
99255,Condi: The Condoleezza Rice Story,"Originally published: New York: Newmarket Press, c2002.",Antonia Felix,http://books.google.com/books/content?id=jcOE_Cx6NI0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Simon and Schuster,2010-10-12,Biography & Autobiography
26404,So You Think You're Good At Trivia,"Following the format of the popular NTN trivia game played at interactive stations across North America, a tough little trivia book jammed with thousands of facts about movies, sports, geography, history, literature, TV, nature, and more allows trivia fanatics to play anytime. Reprint.",Patrick Downs| Debra Weiss,http://books.google.com/books/content?id=iK3_uvrQCwEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Signet Book,2002-08,Games & Activities
24773,Covert Cowboy,"Pregnant and running for her life, Sophia Carranza has crossed the Mexican border, leaving a trail of ruthless enemies behind.",Elle James,http://books.google.com/books/content?id=4a4lAAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,HarperCollins UK,2013-10-01,Fiction
95555,Machine Embroidery With Confidence: A Beginner's Guide,"Nancy Zieman, the nation's most recognized and revered sewing expert, teaches aspiring and experienced embroiders everything they need to know to master this craft. An easy-to-understand tutorial explains the basics of machine embroidery, and detailed photos and illustrations depict every step of using these machines for top-notch results. Readers will learn about what tools are needed, how to organize the embroidery area, types of machines, designs, templating/positioning, software, stabilizers, hooping fabrics, trouble shooting and finishing touches. The book also shows readers how to apply those skills as they use machine embroidery to embellish everything from hats and shirts to blankets and towels. Easy-to-follow tutorial for beginners in machine embroidery Features a glossary of common terms Provides inspiration or moving beyond the basics into more advanced projects",Nancy Zieman,http://books.google.com/books/content?id=ZKVPuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Krause Publications,2005-08-10,Crafts & Hobbies
108292,"Japan's ""International Youth"": The Emergence of a New Class of Schoolchildren (Clarendon Paperbacks)","A striking aspect of Japan's growing international activity is the return home each year of thousands of children who have lived abroad as a result of their parents' work. Traditionally, it has been widely believed that these children were stigmatized and that they faced severe problems in adjusting to the realities of living in Japanese society. Drawing on his long-term fieldwork in one of the special schools set up to receive these children, this book is the first to challenge these ideas. Goodman argues that the convergence of several factors--particularly parental status and a powerful new political rhetoric stressing internationalization--is making these returnee children the vanguard of a new social elite.",Lecturer in the Social Anthropology of Japan Roger Goodman| Roger Goodman,http://books.google.com/books/content?id=oUycAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Oxford University Press,1990,History
106770,Port of Two Brothers (English and Bengali Edition),"First published in 1996, this comprehensive guide to the history of Britain and its peoples will be indispensable reading for the general enthusiast, as well as students. It is packed full of fascinating detail on everything from Hadrian’s Wall to the Black Death to Tony Blair. The book was assembled over more than thirty years and has seen updates in three editions. ""He has done for historical encyclopaedias what Samuel Johnson did for dictionaries."" Andrew Roberts, The Daily Telegraph ""An astonishing synthesis of information."" Roger Scruton, The Times ""An astonishing achievement, a compelling book for dipping into, a splendid work."" Simon Hoggart, The Guardian ""This marvellous book, which contains tens of thousands of historical facts will enlighten, amuse, and inform. Every home should have one."" Simon Heffer, The Daily Mail ""If you were marooned on that mythical desert island with only one history book, this would be the one to take. Buy three copies – one for the children, one for the grandchildren- and one for yourself."" John Charmley, The Daily Telegraph",Charles Arnold-Baker,http://books.google.com/books/content?id=FJdGCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Routledge,2015-07-30,History
26430,SQ. Spirituelle Intelligenz.,"Was treibt uns an im Leben? Unsere spirituelle Intelligenz! Sie lässt uns Regeln brechen, Neuland erobern und führt uns zur Verwirklichung unserer wahren Berufung.Die britische Physikerin und Management-Beraterin Danah Zohar und der Psychiater Ian Marshall zeigen – basierend auf den neuesten Erkenntnissen der Gehirnforschung und der Quantenphysik –, was uns wirklich bewegt. Es ist unsere spirituelle Intelligenz, die uns fragen lässt, wie wir mit unserem Leben einen Unterschied machen und Zeichen setzen können. Dieses ""Spirituelle Kapital"" lässt uns Konventionen hinterfragen und Regeln brechen. Es motiviert uns, unserem inneren Ruf zu folgen und unserem Bedürfnis nach Selbstentfaltung Ausdruck zu verleihen. Und es nährt unser Motiv, dem großen Ganzen zu dienen und über die individuelle Transformation hinaus einen Quantensprung in Wirtschaft und Gesellschaft anzustoßen. Das Buch zeigt, wie sich ""Spirituelles Kapital"" entwickeln lässt und wie es über die persönliche Ebene hinaus Unternehmenskulturen transformiert, Innovationsgeist fördert und zu einem neuen Corporate Spirit führt.",Ian Marshall| Danah Zohar,http://books.google.com/books/content?id=gFaCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,inspire! Verlag,2019-01-04,Business & Economics
77602,"Enemies of Promise: Publishing, Perishing, and the Eclipse of Scholarship","""Why books? Lindsay Waters has already sparked a heated debate in the academy, warning that the academic system in the United States, based on the ""publish or perish"" dictum, is breaking down. In this new pamphlet, Waters brings the debate to a whole new level. He speaks from deep in the heart of the academic machine, as one of the most important and innovative editors in the humanities and social sciences, long witness to the damage the academic world is inflicting upon itself with its unreasonable demands for publication. It is time for scholars to reclaim governance of their own, beloved institutions.""--BOOK JACKET.",Lindsay Waters,http://books.google.com/books/content?id=8rUVAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Prickly Paradigm,2004,Family & Relationships
188363,Kiev,Dagboeknotities uit de eerste hand van de auteur over de crisis in zijn land.,Andrey Kurkov,http://books.google.com/books/content?id=EIsgBAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Random House,2014,Russia (Federation)
95235,Four and Twenty Blackbirds,"From the proprietors of the renowned Brooklyn shop and cafe comes the ultimate pie-baking book for a new generation of bakers. Melissa and Emily Elsen, the twenty-something sisters who are proprietors of the wildly popular Brooklyn pie shop and cafe Four & Twenty Blackbirds, have put together a pie-baking book that's anything but humble. This stunning collection features more than 60 delectable pie recipes organized by season, with unique and mouthwatering creations such as Salted Caramel Apple, Green Chili Chocolate, Black Currant Lemon Chiffon, and Salty Honey. There is also a detailed and informative techniques section. Lavishly designed, Four & Twenty Blackbirds Pie Book contains 90 full-color photographs by Gentl & Hyers, two of the most sought-after food photographers working today. With its new and creative recipes, this may not be you mother's cookbook, but it's sure to be one that every baker from novice to pro will turn to again and again.",Emily Elsen| Melissa Elsen,http://books.google.com/books/content?id=HA7vPK5vBAMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Grand Central Life & Style,2013-10-29,Cooking
26556,Miracles Do Happen: A Physician's Experience with Alternative Medicine,Guidebook for a new partnership in medicine based on the author's twenty-five years of success at his pioneering clinic. Superb resource for those interested in alternative medicine.,C. Norman Shealy,http://books.google.com/books/content?id=ck-qRo7a3nYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Element Books, Limited",1995,Health & Fitness
24699,Enterprise Security: The Manager's Defense Guide,"First came Melissa. Then the I Love You virus. Then Code Red and Nimda. The cumulative effects of these orchestrated attacks are devastating from a financial standpoint. This book is precisely the guide that managers need. Enterprise Security allows the manager to analyze their infrastructure, spot potential weaknesses, and build a formidable defense.",David Leon Clark,http://books.google.com/books/content?id=ZyH6SudBkDoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Addison-Wesley Professional,2003,Computers
207681,"Encyclopedia Brown, Boy Detective (Turtleback School & Library Binding Edition)","For use in schools and libraries only. Boy detective Encyclopedia Brown, who has never lost a case, helps the Idaville police force.",Donald J. Sobol,http://books.google.com/books/content?id=1Oe6ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Turtleback,2008-02-01,Juvenile Fiction
111502,The Complete Canvasworker's Guide: How to Outfit Your Boat With Cloth,"These days the canvas we work is likely to be a synthetic fiber, superior to its natural-fiber predecessor in most every way. Today, the average canvasworker's fingers are not like marlinspikes, nor, if you have a good ordinary sewing machine, do they need to be. Canvaswork is unchanged in one sense, though: It can result in an almost endless variety of attractive and functional gear for a boat. The old tars would have envied what we can turn out today. The Complete Canvasworker's Guide is a thorough, step-by-step introduction to making all common items of canvas boat gear. This is more than an idea book. All the instructions are here, in a straightforward, no-frills format developed by Jim Grant, to answer the needs of canvasworking students and mail-order customers. This new edition, expanded by fifty percent, is thoroughly updated and revised, with many new illustrations.",Jim Grant,http://books.google.com/books/content?id=u4uTj3k9gr0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,McGraw Hill Professional,1992-05-22,Sports & Recreation
